Resolution,Data_Rate(bps),Time(s)
16,153484220.97822154,1.0068256855010986
16,104057965.56425986,1.007138967514038
16,106783109.1083266,1.0072307586669922
16,89680996.18658116,1.008011817932129
16,99683712.58968532,1.0075139999389648
16,108534442.7616534,1.0075421333312988
16,155136128.2593083,1.00764799118042
16,187502680.47843844,1.0077159404754639
16,187465542.82278648,1.008451223373413
16,187535411.47334194,1.008030891418457
16,187528144.5551608,1.0081145763397217
16,151599642.41701928,1.0081918239593506
16,2224548271.2438884,1.0083136558532715
16,155737697.49174967,1.0086452960968018
16,155621397.4630835,1.0084311962127686
16,86065475.87977551,1.0084519386291504
16,102372765.2948597,1.008514165878296
16,92839550.92944765,1.0091545581817627
16,91607842.99121836,1.0090980529785156
16,95390692.75440395,1.0089073181152344
16,187413095.50373408,1.0092692375183105
16,187532909.45746866,1.009070634841919
16,187519108.52230853,1.0092787742614746
16,187480731.13492447,1.0097978115081787
16,187508240.3682792,1.0092480182647705
16,2129240620.5162647,1.009218454360962
16,866697567.1841068,1.009531021118164
16,150058920.5126364,1.0093421936035156
16,114820286.1377385,1.009667158126831
16,95932211.30374248,1.0095798969268799
16,99422976.61341752,1.009230375289917
16,102168393.38120757,1.009221076965332
16,95991583.95145045,1.0096666812896729
16,118892206.28937957,1.0095045566558838
16,187562197.61041984,1.0092253684997559
16,187401282.1776818,1.0095114707946777
16,187501446.74196056,1.009195327758789
16,187432180.0387802,1.0093450546264648
16,458834025.6624979,1.0098485946655273
16,2412217874.394143,1.0094115734100342
16,176436860.6082139,1.00935697555542
16,160751980.86470547,1.0093531608581543
16,75913034.31713468,1.0093889236450195
16,64389908.81910435,1.0099055767059326
16,62549775.27488619,1.0092473030090332
16,89207489.2894531,1.00923490524292
16,84983769.5290605,1.0094876289367676
16,187438599.92704982,1.0093104839324951
16,187523545.34637183,1.0095672607421875
16,187486485.23599064,1.0095436573028564
16,187519366.78939644,1.009232759475708
16,187488256.20173493,1.0093109607696533
16,1580429752.5917861,1.0065608024597168
16,1334206806.0283656,1.010589838027954
16,145135554.3875106,1.0084688663482666
16,110981621.95029357,1.010735273361206
16,97297878.72131406,1.00925612449646
16,119534990.79983401,1.0105865001678467
16,122625757.55844118,1.0093400478363037
16,111138183.73640412,1.0093114376068115
16,106405683.59888312,1.0095326900482178
16,187853538.73013622,1.0092263221740723
16,187503397.65101832,1.0096757411956787
16,187648941.19557595,1.009606122970581
16,187442717.74205709,1.0092883110046387
16,207157483.1283805,1.0096981525421143
16,2414587344.6098013,1.0096478462219238
16,170449984.03556046,1.0096585750579834
16,157161866.42862624,1.0093021392822266
16,69432011.8641622,1.0096025466918945
16,79995919.06525898,1.0092322826385498
16,91781666.12707688,1.0093750953674316
16,113755340.07601492,1.0096299648284912
16,89390334.63928959,1.0096044540405273
16,187483589.0436672,1.009469985961914
16,187550031.7603685,1.0094246864318848
16,187553783.79547918,1.0094115734100342
16,187429397.57669562,1.0100743770599365
16,187496502.7161133,1.0093111991882324
16,1542387662.9311044,1.0092732906341553
