Resolution,Latency(s)
16,0.001614
16,0.001128
16,0.001692
16,0.001178
16,0.002350
16,0.001244
16,0.000999
16,0.001595
16,0.001191
16,0.000985
16,0.001192
16,0.001924
16,0.002270
16,0.001808
16,0.001828
16,0.001498
16,0.001257
16,0.001047
16,0.001227
16,0.001147
16,0.002505
16,0.001185
16,0.001293
16,0.000907
16,0.001278
16,0.001806
16,0.001609
16,0.001855
16,0.002066
16,0.000970
16,0.001085
16,0.001388
16,0.001412
16,0.001033
16,0.000967
16,0.001062
16,0.001515
16,0.001443
16,0.001550
16,0.001217
16,0.001054
16,0.001166
16,0.001121
16,0.001084
16,0.001538
16,0.001552
16,0.001848
16,0.002059
16,0.001164
16,0.001286
16,0.001119
16,0.001612
16,0.002294
16,0.001347
16,0.001241
16,0.001009
16,0.001079
16,0.001565
16,0.001023
16,0.001604
16,0.002318
16,0.001630
16,0.001415
16,0.001024
16,0.001097
16,0.001049
16,0.001377
16,0.001173
16,0.001912
16,0.001967
16,0.001357
16,0.000913
16,0.001199
16,0.001238
16,0.001540
16,0.001823
16,0.001606
16,0.001146
16,0.001607
16,0.001234
16,0.001316
16,0.001047
16,0.001335
16,0.001477
16,0.001530
16,0.001832
16,0.001608
16,0.001245
16,0.000946
16,0.001410
16,0.001180
16,0.001083
16,0.001525
16,0.001111
16,0.001914
16,0.001397
16,0.001442
16,0.001977
16,0.001786
16,0.001478
16,0.001304
16,0.001182
16,0.001291
16,0.001134
16,0.001079
16,0.000892
16,0.001379
16,0.001047
16,0.001631
16,0.001496
16,0.001677
16,0.001049
16,0.001508
16,0.001348
16,0.001238
16,0.001527
16,0.001153
16,0.000985
16,0.001085
16,0.001290
16,0.001397
16,0.001341
16,0.001306
16,0.001810
16,0.002363
16,0.001522
16,0.001245
16,0.001278
16,0.001589
16,0.001867
16,0.001797
16,0.001515
16,0.002140
16,0.001222
16,0.001330
16,0.001097
16,0.001152
16,0.001072
16,0.000888
16,0.001014
16,0.001163
16,0.001593
16,0.001102
16,0.000935
16,0.001231
16,0.001461
16,0.001409
16,0.001224
16,0.001172
16,0.001397
16,0.001753
16,0.001063
16,0.001620
16,0.001188
16,0.001031
16,0.001033
16,0.001411
16,0.001106
16,0.001124
16,0.001106
16,0.001707
16,0.001472
16,0.001405
16,0.001098
16,0.001689
16,0.001883
16,0.001211
16,0.001075
16,0.000961
16,0.001511
16,0.001438
16,0.001021
16,0.002043
16,0.001550
16,0.001425
16,0.001580
16,0.001318
16,0.001262
16,0.001354
16,0.001691
16,0.001512
16,0.001250
16,0.001488
16,0.001209
16,0.001880
16,0.001687
16,0.001747
16,0.001611
16,0.001156
16,0.001125
16,0.000965
16,0.001843
16,0.001359
16,0.001383
16,0.001129
16,0.001180
16,0.002134
16,0.001408
16,0.001592
16,0.001795
16,0.001217
16,0.001579
16,0.001631
16,0.001434
16,0.001999
16,0.001770
16,0.000897
16,0.001132
16,0.001053
16,0.001093
16,0.001011
16,0.002010
16,0.002076
16,0.001764
16,0.001738
16,0.001049
16,0.001348
16,0.001619
16,0.001253
16,0.001311
16,0.002029
16,0.001129
16,0.001609
16,0.001049
16,0.001042
16,0.001117
16,0.001516
16,0.001259
16,0.002341
16,0.001634
16,0.001801
16,0.001750
16,0.001347
16,0.001036
16,0.001241
16,0.001325
16,0.001196
16,0.001176
16,0.001049
16,0.001763
16,0.001811
16,0.001593
16,0.001177
16,0.001936
16,0.001447
16,0.001837
16,0.001133
16,0.001385
16,0.001389
16,0.001477
16,0.001493
16,0.001157
16,0.002237
16,0.001247
16,0.001450
16,0.001600
16,0.001416
16,0.001435
16,0.001588
16,0.001014
16,0.001112
16,0.001570
16,0.001968
16,0.001311
16,0.001199
16,0.001181
16,0.001671
16,0.001772
16,0.001549
16,0.000899
16,0.001657
16,0.001312
16,0.001130
16,0.001197
16,0.001126
16,0.001495
16,0.001196
16,0.001149
16,0.001165
16,0.001414
16,0.001837
16,0.001094
16,0.001087
16,0.001736
16,0.001187
16,0.000982
16,0.001277
16,0.001324
16,0.001460
16,0.001576
16,0.000997
16,0.001697
16,0.002291
16,0.001194
16,0.002892
16,0.001071
16,0.001242
16,0.001289
16,0.001386
16,0.001736
16,0.001175
16,0.001077
16,0.001216
16,0.001370
16,0.001617
16,0.001608
16,0.001370
16,0.001097
16,0.002219
16,0.000953
16,0.001450
16,0.001036
16,0.001078
16,0.001037
16,0.001021
16,0.001581
16,0.002546
16,0.001919
16,0.001691
16,0.001682
16,0.001201
16,0.001159
16,0.001319
16,0.000965
16,0.001141
16,0.001077
16,0.001443
16,0.001492
16,0.001841
16,0.001021
16,0.001105
16,0.001252
16,0.002292
16,0.001856
16,0.001070
16,0.001338
16,0.001105
16,0.001450
16,0.000973
16,0.001747
16,0.002235
16,0.001488
16,0.001580
16,0.001508
16,0.001106
16,0.000966
16,0.002089
16,0.000849
16,0.003157
16,0.001448
16,0.001387
16,0.000882
16,0.001020
16,0.001026
16,0.001099
16,0.002023
16,0.002037
16,0.001205
16,0.001316
16,0.001201
16,0.001320
16,0.001012
16,0.001053
16,0.001478
16,0.001142
16,0.001080
16,0.001313
16,0.001172
16,0.001929
16,0.001519
16,0.001480
16,0.001767
16,0.002413
16,0.001293
16,0.001003
16,0.001022
16,0.001059
16,0.001269
16,0.001045
16,0.001426
16,0.001457
16,0.001616
16,0.001175
16,0.001281
16,0.001021
16,0.001181
16,0.001175
16,0.001180
16,0.001121
16,0.001383
16,0.001586
16,0.001768
16,0.001360
16,0.001144
16,0.001071
16,0.001461
16,0.002235
16,0.001283
16,0.001515
16,0.001663
16,0.001237
16,0.001279
16,0.001549
16,0.001498
16,0.002485
16,0.001278
16,0.001156
16,0.001895
16,0.001074
16,0.001048
16,0.001156
16,0.001155
16,0.001158
16,0.001399
16,0.001866
16,0.001266
16,0.001135
16,0.001191
16,0.001153
16,0.001318
16,0.001470
16,0.000993
16,0.001349
16,0.000960
16,0.001541
16,0.001129
16,0.000926
16,0.001144
16,0.002388
16,0.001336
16,0.001394
16,0.001156
16,0.000908
16,0.001234
16,0.001393
16,0.001139
16,0.001838
16,0.001468
16,0.001673
16,0.001505
16,0.001119
16,0.001785
16,0.000989
16,0.000989
16,0.001571
16,0.001529
16,0.001735
16,0.001388
16,0.001042
16,0.001020
16,0.001018
16,0.001014
16,0.001151
16,0.001415
16,0.002014
16,0.001505
16,0.001056
16,0.001048
16,0.001116
16,0.001127
16,0.002189
16,0.001455
16,0.001351
16,0.001159
16,0.001303
16,0.001153
16,0.001267
16,0.001405
16,0.001750
16,0.001497
16,0.001161
16,0.001373
16,0.001180
16,0.001457
16,0.001019
16,0.000995
16,0.001176
16,0.001642
16,0.001036
16,0.001013
16,0.000987
16,0.001363
16,0.001070
16,0.000946
16,0.001986
16,0.001725
16,0.001461
16,0.001914
16,0.001669
16,0.001698
16,0.001598
16,0.001392
