Resolution,Latency(s)
16,0.1087195873260498
16,0.05977225303649902
16,0.07650637626647949
16,0.09220242500305176
16,0.09709024429321289
16,0.10035371780395508
16,0.1022791862487793
16,0.09437942504882812
16,0.10558009147644043
16,0.11904382705688477
16,0.09915542602539062
16,0.0764155387878418
16,0.08910083770751953
16,0.05724310874938965
16,0.09706926345825195
16,0.09305787086486816
16,0.1043705940246582
16,0.10485625267028809
16,0.09541630744934082
16,0.10220718383789062
16,0.0986320972442627
16,0.09073328971862793
16,0.08717465400695801
16,0.09411382675170898
16,0.10691475868225098
16,0.10018563270568848
16,0.0980081558227539
16,0.09833812713623047
16,0.10394454002380371
16,0.10661578178405762
16,0.09407258033752441
16,0.09477043151855469
16,0.10098958015441895
16,0.09891629219055176
16,0.09719443321228027
16,0.09746122360229492
16,0.09581780433654785
16,0.09373903274536133
16,0.10261106491088867
16,0.10311460494995117
16,0.10260725021362305
16,0.10898327827453613
16,0.0804443359375
16,0.09918093681335449
16,0.1038365364074707
16,0.11400103569030762
16,0.09783411026000977
16,0.09703969955444336
16,0.10436201095581055
16,0.09730720520019531
16,0.10079216957092285
16,0.07121610641479492
16,0.09381413459777832
16,0.0996098518371582
16,0.1029367446899414
16,0.10927033424377441
16,0.10318374633789062
16,0.08963966369628906
16,0.0903921127319336
16,0.09108138084411621
16,0.09230589866638184
16,0.0938425064086914
16,0.09670805931091309
16,0.09755229949951172
16,0.10330533981323242
16,0.10199785232543945
16,0.09723615646362305
16,0.10072827339172363
16,0.1032559871673584
16,0.09612274169921875
16,0.09534120559692383
16,0.09513187408447266
16,0.09883999824523926
16,0.08939599990844727
16,0.09026479721069336
16,0.09087944030761719
16,0.10627579689025879
16,0.10579895973205566
16,0.0972440242767334
16,0.09576225280761719
16,0.10433578491210938
16,0.06829619407653809
16,0.08603882789611816
16,0.09798765182495117
16,0.11130714416503906
16,0.09851932525634766
16,0.09655570983886719
16,0.09856867790222168
16,0.10468053817749023
16,0.09539985656738281
16,0.08389806747436523
16,0.08254289627075195
16,0.09505987167358398
16,0.11155056953430176
16,0.09370899200439453
16,0.1004171371459961
16,0.10962963104248047
16,0.09387850761413574
16,0.09101414680480957
16,0.0928812026977539
16,0.09984350204467773
16,0.10358405113220215
16,0.10128641128540039
16,0.09814596176147461
16,0.1029822826385498
16,0.09954261779785156
16,0.09575533866882324
16,0.09973430633544922
16,0.10309863090515137
16,0.10415863990783691
16,0.09016132354736328
16,0.05637168884277344
16,0.06790637969970703
16,0.0676872730255127
16,0.0817723274230957
16,0.04941129684448242
16,0.07536530494689941
16,0.09228372573852539
16,0.09920358657836914
