Resolution,Latency(s)
16,0.030528
16,0.018830
16,0.016785
16,0.023939
16,0.000274
16,0.015267
16,0.015536
16,0.014576
16,0.018089
16,0.018055
16,0.016757
16,0.025509
16,0.015002
16,0.025299
16,0.014305
16,0.000419
16,0.017572
16,0.000842
16,0.016723
16,0.014821
16,0.014274
16,0.014151
16,0.000946
16,0.014245
16,0.031690
16,0.018133
16,0.000172
16,0.000216
16,0.000660
16,0.000867
16,0.000104
16,0.000901
16,0.000995
16,0.000600
16,0.000786
16,0.000530
16,0.000112
16,0.000179
16,0.001140
16,0.001111
16,0.017286
16,0.000684
16,0.000993
16,0.014527
16,0.014425
16,0.017463
16,0.000241
16,0.000716
16,0.000266
16,0.001213
16,0.000556
16,0.000561
16,0.000581
16,0.000213
16,0.000161
16,0.014642
16,0.017618
16,0.000604
16,0.000769
16,0.000800
16,0.000583
16,0.000146
16,0.000502
16,0.000543
16,0.030543
16,0.017157
16,0.000543
16,0.000869
16,0.024543
16,0.000819
16,0.000141
16,0.000518
16,0.017400
16,0.000502
16,0.000518
16,0.000486
16,0.001125
16,0.027720
16,0.014379
16,0.014155
16,0.029015
16,0.000700
16,0.000491
16,0.000556
16,0.024131
16,0.000573
16,0.024392
16,0.014295
16,0.018348
16,0.016882
16,0.016432
16,0.000139
16,0.000719
16,0.000679
16,0.000575
16,0.000477
16,0.001125
16,0.000886
16,0.000468
16,0.000567
16,0.000495
16,0.000515
16,0.014049
16,0.025190
16,0.017936
16,0.000178
16,0.016716
16,0.001007
16,0.000970
16,0.000564
16,0.000876
16,0.000479
16,0.000256
16,0.028596
16,0.000569
16,0.000810
16,0.000182
16,0.013990
16,0.000839
16,0.000917
16,0.018119
16,0.001337
16,0.001085
16,0.000598
16,0.000717
16,0.000632
16,0.000484
16,0.000546
16,0.017394
16,0.017489
16,0.016468
16,0.000455
16,0.000481
16,0.000565
16,0.000441
16,0.000728
16,0.000357
16,0.000946
16,0.000993
16,0.000448
16,0.000486
16,0.000554
16,0.000441
16,0.000710
16,0.017299
16,0.017551
16,0.000515
16,0.000660
16,0.000412
16,0.000728
16,0.000439
16,0.000448
16,0.018083
16,0.000764
16,0.000848
16,0.024686
16,0.014476
16,0.000525
16,0.000804
16,0.000931
16,0.030010
16,0.000678
16,0.000706
16,0.001175
16,0.000512
16,0.000524
16,0.000430
16,0.000909
16,0.000185
16,0.032339
16,0.000871
16,0.000592
16,0.000967
16,0.000150
16,0.000536
16,0.000111
16,0.000968
16,0.000612
16,0.000717
16,0.014448
16,0.000772
16,0.014059
16,0.000466
16,0.000204
16,0.017322
16,0.000962
16,0.000962
16,0.000537
16,0.013996
16,0.000545
16,0.000562
16,0.000446
16,0.000736
16,0.000546
16,0.017564
16,0.000415
16,0.000565
16,0.014292
16,0.000522
16,0.000559
16,0.000807
16,0.028769
16,0.000424
16,0.024834
16,0.000629
16,0.001218
16,0.000660
16,0.000072
16,0.000468
16,0.000447
16,0.016296
16,0.013757
16,0.000446
16,0.013866
16,0.000524
16,0.000401
16,0.000981
16,0.000714
16,0.000953
16,0.014045
16,0.000613
16,0.000953
16,0.000579
16,0.000448
16,0.028436
16,0.000315
16,0.000536
16,0.000460
16,0.000593
16,0.000665
16,0.000567
16,0.000434
16,0.000740
16,0.028720
16,0.000674
16,0.000501
16,0.000999
16,0.013829
16,0.000599
16,0.000376
16,0.000742
16,0.017684
16,0.000647
16,0.014020
16,0.000524
16,0.000486
16,0.015503
16,0.014093
16,0.017525
16,0.016681
16,0.000578
16,0.000602
16,0.000389
16,0.000374
16,0.000649
16,0.000531
16,0.016979
16,0.000681
16,0.000396
16,0.000714
16,0.000623
16,0.014108
16,0.000393
16,0.000393
16,0.016861
16,0.016941
16,0.000660
16,0.013988
16,0.000420
16,0.000476
16,0.000479
16,0.000652
16,0.000935
16,0.000409
16,0.001134
16,0.014185
16,0.000389
16,0.000369
16,0.000686
16,0.000449
16,0.000700
16,0.000508
16,0.000794
16,0.000479
16,0.000443
16,0.000479
16,0.000420
16,0.000441
16,0.029057
16,0.018083
16,0.015906
16,0.000429
16,0.014002
16,0.000426
16,0.000479
