Resolution,Data_Rate(bps),Time(s)
16,97607372.45718452,1.0069990158081055
16,62799418.25523686,1.006967544555664
16,62483515.96598597,1.0050945281982422
16,73835870.45060876,1.006845474243164
16,72375441.59598798,1.0073912143707275
16,85377810.06162168,1.0077533721923828
16,92232931.81411982,1.0078985691070557
16,125093402.38042526,1.00789213180542
16,125075545.41378987,1.0083036422729492
16,124991785.82501063,1.0079751014709473
16,124986109.68277079,1.0080208778381348
16,212518984.57830268,1.0087165832519531
16,1793074251.6228447,1.0084352493286133
16,115399012.3745433,1.0085194110870361
16,107144472.04003432,1.0087416172027588
16,66418881.757686034,1.0085361003875732
16,67961277.72789021,1.0089185237884521
16,61405209.418603554,1.0092532634735107
16,56070990.53950401,1.0091567039489746
16,48869086.92534686,1.0085623264312744
16,119946267.9790143,1.009493350982666
16,125076637.54601492,1.0094428062438965
16,124987470.85468292,1.009415864944458
16,124917754.51227711,1.0097112655639648
16,125082205.47687885,1.0093872547149658
16,1024335278.0155483,1.009190320968628
16,930783241.4556006,1.009446382522583
16,98490632.85869104,1.0092682838439941
16,77739901.76750077,1.0089190006256104
16,59889434.04321767,1.0093672275543213
16,72292119.33887696,1.009246826171875
16,80229775.39985095,1.0093152523040771
16,70984108.73560788,1.009335994720459
16,63444717.1533631,1.009387493133545
16,125013993.74518557,1.0088670253753662
16,124971865.94423296,1.0092177391052246
16,125058662.87919964,1.0095772743225098
16,125009207.84997083,1.0089056491851807
16,117600609.39453228,1.0091357231140137
16,1728886913.4282215,1.0091674327850342
16,196736022.33215877,1.0064005851745605
16,102287372.65087637,1.0097651481628418
16,55251504.49479448,1.0094335079193115
16,56398853.495606475,1.009373426437378
16,61603504.74266424,1.0096721649169922
16,65651743.23154847,1.0094866752624512
16,74792413.52431476,1.0094084739685059
16,109685478.24959876,1.0097095966339111
16,125051880.35690069,1.009364366531372
16,124948352.59759483,1.009397029876709
16,124919011.76348396,1.0096447467803955
16,124948942.85392676,1.009392261505127
16,565324007.3686554,1.0094609260559082
16,1466797570.0297236,1.0095927715301514
16,109695791.70790043,1.0093095302581787
16,105178938.85292774,1.0095324516296387
16,70635069.33001253,1.009347915649414
16,65710278.857669264,1.0093514919281006
16,62792505.98963164,1.0096104145050049
16,67510714.5291797,1.0093305110931396
