Resolution,Data_Rate(bps),Time(s)
16,1997552411.0972114,1.0069990158081055
16,1999742226.9339945,1.006967544555664
16,2003468791.746151,1.0050945281982422
16,1996635300.4775884,1.006845474243164
16,1999324849.4410586,1.0073912143707275
16,1998182864.5427582,1.0077533721923828
16,2000020428.4305184,1.0078985691070557
16,2000440023.6644032,1.00789213180542
16,1999216945.6572442,1.0083036422729492
16,1999868573.20017,1.0079751014709473
16,1999777754.9243326,1.0080208778381348
16,1998398520.9218051,1.0087165832519531
16,1998956035.4440928,1.0084352493286133
16,2000913332.7686126,1.0085194110870361
16,1999667908.6102877,1.0087416172027588
16,2000556631.760269,1.0085361003875732
16,2000121802.1279204,1.0089185237884521
16,1999566207.0534062,1.0092532634735107
16,1999649735.3715572,1.0091567039489746
16,2000828191.8881571,1.0085623264312744
16,1998982889.818608,1.009493350982666
16,1999961693.2355614,1.0094428062438965
16,1999136338.2336338,1.009415864944458
16,2000673076.4479396,1.0097112655639648
16,2000859327.8407435,1.0093872547149658
16,1999583125.275268,1.009190320968628
16,1998976424.0448472,1.009446382522583
16,1999428663.6197543,1.0092682838439941
16,2001141021.9730875,1.0089190006256104
16,1999232668.6586416,1.0093672275543213
16,1999471173.6218438,1.009246826171875
16,1999335620.2567794,1.0093152523040771
16,1999742225.1437788,1.009335994720459
16,1999192529.8533673,1.009387493133545
16,2002164801.8959239,1.0088670253753662
16,1999528801.1773646,1.0092177391052246
16,1998924471.9818518,1.0095772743225098
16,2000147325.5995333,1.0089056491851807
16,1999691309.8794422,1.0091357231140137
16,1999628476.3480392,1.0091674327850342
16,2005125956.5295107,1.0064005851745605
16,1994201843.5313046,1.0097651481628418
16,2000543822.0121188,1.0094335079193115
16,1999220390.7353363,1.009373426437378
16,2000750554.6773965,1.0096721649169922
16,1998996109.0624213,1.0094866752624512
16,1999565476.2682076,1.0094084739685059
16,2000676383.322942,1.0097095966339111
16,1999238335.4433384,1.009364366531372
16,2001295906.5737908,1.009397029876709
16,1998683143.1896904,1.0096447467803955
16,1999183085.6628282,1.009392261505127
