Resolution,Latency(s)
16,0.015808
16,0.001410
16,0.015164
16,0.016610
16,0.015204
16,0.026161
16,0.014612
16,0.025079
16,0.024502
16,0.026154
16,0.015599
16,0.016813
16,0.024641
16,0.026032
16,0.014865
16,0.000218
16,0.025542
16,0.014504
16,0.000177
16,0.000337
16,0.014252
16,0.014347
16,0.022043
16,0.016776
16,0.024732
16,0.014893
16,0.025108
16,0.000123
16,0.014067
16,0.014626
16,0.014441
16,0.000648
16,0.025933
16,0.016375
16,0.014488
16,0.000597
16,0.014134
16,0.014049
16,0.025820
16,0.014569
16,0.000269
16,0.023969
16,0.001081
16,0.000149
16,0.000794
16,0.014241
16,0.014489
16,0.000159
16,0.016456
16,0.000758
16,0.001034
16,0.000174
16,0.014284
16,0.000105
16,0.016866
16,0.002828
16,0.014408
16,0.024211
16,0.000740
16,0.000162
16,0.000190
16,0.000475
16,0.000198
16,0.000125
16,0.014442
16,0.000628
16,0.000154
16,0.000537
16,0.000146
16,0.000186
16,0.023445
16,0.000185
16,0.014470
16,0.000612
16,0.000532
16,0.000843
16,0.000129
16,0.025167
16,0.000870
16,0.014507
16,0.014284
16,0.000690
16,0.014753
16,0.014021
16,0.014934
16,0.014096
16,0.014218
16,0.026503
16,0.014807
16,0.000103
16,0.024930
16,0.000603
16,0.024474
16,0.024251
16,0.000364
16,0.001109
16,0.014870
16,0.000675
16,0.000651
16,0.000775
16,0.001275
16,0.001111
16,0.000165
16,0.000628
16,0.014675
16,0.000470
16,0.000487
16,0.000828
16,0.000493
16,0.000493
16,0.000508
16,0.000628
16,0.000509
16,0.004364
16,0.000684
16,0.000308
16,0.001145
16,0.000814
16,0.000605
16,0.001028
16,0.014535
16,0.000599
16,0.000488
16,0.000561
16,0.001010
16,0.000498
16,0.013945
16,0.000593
16,0.001169
16,0.000498
16,0.000652
16,0.014148
16,0.000525
16,0.000567
16,0.000792
16,0.000496
16,0.000236
16,0.024376
16,0.001085
16,0.000473
16,0.000880
16,0.000706
16,0.014406
16,0.000764
16,0.000512
16,0.014854
16,0.017459
16,0.000724
16,0.000811
16,0.000500
16,0.013976
16,0.000477
16,0.001117
