Resolution,Latency(s)
16,0.030908
16,0.018244
16,0.016072
16,0.025728
16,0.024711
16,0.015359
16,0.014570
16,0.015154
16,0.018635
16,0.017690
16,0.027499
16,0.024670
16,0.014633
16,0.000940
16,0.025912
16,0.014820
16,0.017596
16,0.035521
16,0.000729
16,0.000236
16,0.023185
16,0.014539
16,0.000875
16,0.014715
16,0.018548
16,0.000700
16,0.017056
16,0.000240
16,0.014898
16,0.000195
16,0.025717
16,0.015947
16,0.031284
16,0.000921
16,0.000830
16,0.000653
16,0.015009
16,0.000246
16,0.000797
16,0.000845
16,0.031589
16,0.000537
16,0.016225
16,0.015102
16,0.000617
16,0.000700
16,0.000622
16,0.000694
16,0.018347
16,0.000698
16,0.000699
16,0.000664
16,0.025758
16,0.013813
16,0.000941
16,0.014566
16,0.017843
16,0.000714
16,0.000841
16,0.014340
16,0.014373
16,0.014267
16,0.025234
16,0.000129
16,0.018193
16,0.029850
16,0.016655
16,0.000724
16,0.001082
16,0.000728
16,0.014531
16,0.014356
16,0.018123
16,0.000577
16,0.000711
16,0.014738
16,0.000751
16,0.014341
16,0.000675
16,0.014143
16,0.017056
16,0.029775
16,0.000115
16,0.000225
16,0.000104
16,0.000140
16,0.000148
16,0.000492
16,0.016923
16,0.000513
16,0.000277
16,0.000778
16,0.000107
16,0.000082
16,0.000440
16,0.000468
16,0.017584
16,0.000556
16,0.000619
16,0.000638
16,0.000970
16,0.000586
16,0.000578
16,0.000484
16,0.018142
16,0.000610
16,0.000626
16,0.000590
16,0.015533
16,0.000593
16,0.000879
16,0.000963
16,0.000474
16,0.000522
16,0.000588
16,0.000613
16,0.000659
16,0.000938
16,0.000875
16,0.000595
16,0.018106
16,0.000456
16,0.000466
16,0.000494
16,0.000562
16,0.000561
16,0.023921
16,0.000750
16,0.028976
16,0.017233
16,0.000606
16,0.000615
16,0.001270
16,0.001304
16,0.000131
16,0.014098
16,0.033408
16,0.001057
16,0.000740
16,0.001067
16,0.000601
16,0.000797
16,0.000552
16,0.000528
16,0.030832
16,0.000588
16,0.000481
16,0.000545
16,0.000930
16,0.000647
16,0.015227
16,0.000610
16,0.017850
16,0.000678
16,0.000831
16,0.000603
16,0.000688
16,0.000436
16,0.000438
16,0.023613
16,0.000588
16,0.000503
16,0.000685
16,0.000747
16,0.000718
16,0.000471
16,0.000997
16,0.001133
16,0.029969
16,0.020567
16,0.000439
16,0.000439
16,0.000521
16,0.000646
16,0.000717
16,0.000518
16,0.000748
16,0.000711
16,0.000436
16,0.000647
16,0.000575
16,0.000439
16,0.000461
16,0.014615
16,0.000781
16,0.001204
16,0.000544
16,0.024976
16,0.014145
16,0.000457
16,0.000422
16,0.000430
16,0.000772
16,0.000678
16,0.000774
16,0.000768
16,0.000408
16,0.000547
16,0.000626
16,0.000581
16,0.000809
16,0.001007
16,0.016901
16,0.002421
16,0.000609
16,0.000881
16,0.000614
16,0.000525
16,0.000761
16,0.000435
16,0.000482
16,0.000410
16,0.000699
16,0.000751
16,0.000928
16,0.000638
16,0.017272
16,0.000437
16,0.000529
16,0.000425
16,0.000546
16,0.000476
16,0.000433
16,0.000429
16,0.000957
16,0.000761
16,0.000714
16,0.014670
16,0.000715
16,0.001023
16,0.001086
16,0.000469
16,0.000767
16,0.000813
16,0.000864
16,0.000813
16,0.000810
16,0.000719
16,0.000433
16,0.003716
16,0.001256
16,0.000661
16,0.000643
16,0.000736
16,0.000120
16,0.022710
16,0.000508
16,0.000506
16,0.017175
16,0.000090
16,0.016646
16,0.000760
16,0.000873
16,0.000761
16,0.000466
16,0.000523
16,0.017743
16,0.001544
16,0.000659
16,0.000664
16,0.000580
16,0.017233
16,0.014665
16,0.000408
16,0.000964
16,0.000757
16,0.001054
16,0.000463
16,0.000587
16,0.000430
16,0.014239
16,0.000451
16,0.000938
16,0.000752
16,0.000733
16,0.000518
16,0.000487
16,0.000193
16,0.000388
16,0.000425
16,0.000719
16,0.000803
16,0.000456
16,0.000539
16,0.000560
16,0.000522
16,0.000467
16,0.000448
16,0.018361
16,0.000535
16,0.000535
16,0.000714
16,0.000572
16,0.000520
16,0.000426
16,0.000501
16,0.001641
16,0.000485
16,0.000975
16,0.000864
16,0.000524
16,0.014181
16,0.000783
16,0.000774
16,0.000782
16,0.000088
16,0.000736
16,0.000778
16,0.000453
16,0.000447
16,0.000425
16,0.000423
16,0.000227
16,0.000794
16,0.000978
16,0.000519
16,0.000432
16,0.000528
16,0.000474
16,0.000740
16,0.000744
16,0.000709
16,0.001255
16,0.000443
16,0.000471
16,0.000530
16,0.000100
16,0.000791
16,0.018098
16,0.000777
16,0.000729
16,0.000627
16,0.000841
16,0.000431
16,0.001175
16,0.000433
16,0.000742
16,0.000524
16,0.000582
16,0.000647
16,0.000722
16,0.014090
16,0.000437
16,0.000445
16,0.017579
16,0.000085
16,0.000403
16,0.000388
16,0.000891
16,0.000391
16,0.000414
16,0.000391
16,0.017220
16,0.000540
16,0.000472
16,0.000525
16,0.000509
16,0.000528
16,0.000642
16,0.000756
16,0.030901
16,0.000534
16,0.000567
16,0.000406
16,0.000990
16,0.000440
16,0.000499
16,0.000626
16,0.000220
16,0.000838
16,0.000585
16,0.000540
16,0.000450
16,0.000536
16,0.000456
16,0.000535
16,0.017567
16,0.001127
16,0.000586
16,0.000395
16,0.000692
16,0.000485
16,0.000517
16,0.000396
16,0.000919
16,0.000584
16,0.000497
16,0.000517
16,0.000417
16,0.000427
16,0.000412
16,0.001118
16,0.000127
16,0.000906
16,0.000765
16,0.000449
16,0.001136
16,0.000846
16,0.000415
16,0.000411
16,0.017819
16,0.000734
16,0.000431
16,0.000619
16,0.000622
16,0.000661
16,0.000781
16,0.000922
16,0.017028
16,0.000837
16,0.001191
16,0.000914
16,0.000644
16,0.000462
16,0.000773
16,0.000542
16,0.000775
16,0.000470
16,0.000439
16,0.000778
16,0.000804
16,0.000839
16,0.000633
16,0.000463
16,0.000206
16,0.000827
16,0.000663
16,0.000453
16,0.000406
16,0.025845
16,0.000537
16,0.000535
16,0.022697
16,0.001112
16,0.001175
16,0.001426
16,0.000759
16,0.001129
16,0.001017
16,0.000701
16,0.030218
16,0.000466
16,0.000658
16,0.000974
16,0.000417
16,0.014041
16,0.000553
16,0.000431
16,0.000697
16,0.000399
16,0.000459
16,0.000082
16,0.000618
16,0.001149
16,0.000638
16,0.000623
16,0.000948
16,0.017045
16,0.000961
16,0.000398
16,0.000385
16,0.000941
16,0.000726
16,0.000708
16,0.017678
16,0.000748
16,0.000626
16,0.000694
16,0.000607
16,0.000424
16,0.000459
16,0.000724
16,0.000168
16,0.017132
16,0.015779
16,0.000403
16,0.000653
16,0.014076
16,0.000406
16,0.000500
16,0.000857
16,0.000405
16,0.001077
16,0.000540
16,0.000512
16,0.000443
16,0.014024
16,0.000088
16,0.017034
16,0.000741
16,0.000484
16,0.023706
16,0.000888
16,0.000442
16,0.000539
16,0.000689
16,0.000828
16,0.000951
16,0.000636
16,0.000510
16,0.000710
16,0.000575
16,0.024249
16,0.000401
16,0.000123
16,0.029961
16,0.017847
16,0.013946
16,0.000444
16,0.000131
16,0.000516
16,0.000722
16,0.000756
16,0.000888
16,0.000903
16,0.000586
16,0.000482
16,0.000456
16,0.000437
16,0.000531
16,0.020393
16,0.000453
16,0.000728
16,0.000617
16,0.000400
16,0.000721
16,0.001060
16,0.000542
16,0.000835
16,0.000521
16,0.001111
16,0.000667
16,0.000872
16,0.000590
16,0.000411
16,0.000416
16,0.000774
16,0.000691
16,0.000567
16,0.000395
16,0.000441
16,0.000422
16,0.000430
16,0.000404
16,0.016774
16,0.001142
16,0.000988
16,0.000462
16,0.001021
16,0.000635
16,0.000675
16,0.014300
16,0.000931
16,0.000492
16,0.000394
16,0.000638
